subj_code	condition	desktop_conf	attent_conf	instr_tests	Cond_sum	Rating_CC	Rating_SE	explanation	age	gender	tech_issues
5s5iMuVZ35YN	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	8	8	the entity was the same distance from C in both illustrations i dont think that because there were more entities in illustration A it had any effect	64	2: female	NA
MCI7y0WKNhdz	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	4	10	In situation B, cause C can only direct 100% of its effect to E, which is the only entity present. However in situation B, there are four entities present, so cause C can potentially distribute its effect four ways, hence less intense.  	51	1: male	NA
AEspPEDTlnqa	6	1: I confirm	1: I will take it seriously	1	binary_channel	5	5	Each of the entities that I mentioned can be on and off. Since no information was given about the putative strength of channel causation, all I knew for sure was that there were two possible states for the referenced entities. I could not determine if the presence or absence of other entities could affect the probability of a given instance of channel causation. So, I thought it equally likely that the state of the referenced entity(-ies) be causative (on) or non-causative (off). In other words, the environment you described was information poor.	66	1: male	The study was well constructed, and it was a pleasure to participate.
RwyaOSLLvhsk	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	2	2	The entity in the lower right corner in both scenarios was the same distance from the cause entity, therefore was receiving the same strength, regardless of other entities present.	58	1: male	NA
WTuIHd1iffn9	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	10	2	The energy is set so if it is distributed between 4 entities it will divided in 4	24	1: male	NA
3Zlk6NuMzueB	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	5	5	I believe that the energy created by C is exerted equally on option A. And the same amount of energy would reach E even if the other entities are not present	58	2: female	None
ZSogwyxta9f8	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	2	10	I felt that if the energy was shared between 4 effect entities then the strength to each one would be lower than if it was just sent to one. This is because the cause has a specific amount to channel out only.	41	2: female	NA
0pNJtxs79BNP	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	6	9	I felt that diagram B it would have more influence on that specific one as even if it has an unlimited amount of energy it can give, if it's giving off energy to multiple sources it will be able to give off less individually at that time.	29	1: male	NA
j677LX6oSfGT	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	5	5	As C emits energy equally in all directions, i do not think the presence of other entities would effect the energy emitted by other entities	38	2: female	No issues, but it definitely didn't take only 4 minutes to complete
PE88vlxr8m0O	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	8	8	I believe, following reading the fact that C has an unlimited amount of energy, that all E entities will receive the same amount of energy, regardless of its amount.	37	2: female	None
Mw69kSmwXzRb	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	4	8	I felt that with only one entity to influence the channel would be more intensely stronger and with the four entities they would each be weaker.	26	1: male	NA
z1C5HcXEHVC7	5	1: I confirm	1: I will take it seriously	1	binary_radial	5	5	I didn't have any information as to what makes an Effect be on or off, so there's no way to tell either way so it's 50/50	34	2: female	NA
SrIRFU0YH9RE	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	3	8	With A if C was giving more influence to all 4 and it has a finite amount, it makes sense that it would give less to each one  than in B where it only has to give some to 1	62	2: female	none
TNntPcSdpAQq	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	6	8	As there was only one E in option B, it seemed like C would be able to focus more on it giving it more channelled energy. 	41	1: male	NA
m1q5WN3TOMZ0	6	1: I confirm	1: I will take it seriously	1	binary_channel	5	5	I'm only considering the bottom right entity. As a result of what I learned from the about the system, they entities can either be on or off. So I put it at 50% which to me means that the entity is either on or off. 	29	1: male	Questions were clear and concise. Survey UI worked perfectly.
AqekJGbwnWA5	5	1: I confirm	1: I will take it seriously	2	binary_radial	9	9	I felt that Cause C influenced the bottom right effect entity in both these situations.	56	2: female	NA
5RKzR4FvFfoL	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	The effect entities are either on or off and have no relative strengths, therefore regardless of whether the cause influences just one or all four entities, they are all at 100%	21	2: female	n/a
w8bX5vc1wxnm	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	4	10	With only one entity present, my intution said that this entity is taking all the channel energy from the source, whereas when there are 4 entities, then it can only take a 1/4, even with an infinite source, i though infinite > 1/4*(infinite)	24	1: male	n/a
jmJZYnQrCDGg	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	6	8	I feel like the cause C would influence the bottom right effect entity in the same way across both instances, since the cause C emits would not fluctuate due to there being more or less effect entities. However instinctively, I felt that in example B that the effect entity would receive more due to it being the only one present to receive the influence.	32	1: male	NA
CJDSecbOFhu1	6	1: I confirm	1: I will take it seriously	1	binary_channel	3	5	I pretty much just used the law of averages based on the fact that the channel can only be off or on.	40	1: male	No issues.
aX9QqSGJzFXw	6	1: I confirm	1: I will take it seriously	3	binary_channel	9	8	I am pretty sure that they are both on.	28	1: male	The comprehension question about energy is not answered anywhere in the instructions.
FOwNscUdKcrA	5	1: I confirm	1: I will take it seriously	1	binary_radial	5	5	Since we know the entities can only be on or off, I assumed there was an equal chance for each. Thus, there would be a 50% chance it is on and a 50% chance it is off regardless of the number of entities.	22	1: male	None
uv8ErwVseY7Q	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	4	8	I would assume that as the causal entity is providing energy to only one 'E' entity in Situation B, that the energy would be more concentrated and higher overall. However, on reflection thanks to this writing task I'm now considering that due to the unlimited nature of the causal entity, the energy amounts would likely be the same in both situations.	21	1: male	none to report
xQplre1QKVte	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	2	9	The entity has a certain amount of energy it can exert. If it is spreading it between multiple entities then I presumed that the amount going to each entity is less. When there is only one I assumed it was channeling the full amount of energy.	33	1: male	none
E1e8KhmMiCQj	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	6	6	Cause C is sending out the same amount of energy in both situations effecting the bottom right entity in the same way.	56	1: male	No errors.
vKvVA93Fy73X	6	1: I confirm	1: I will take it seriously	1	binary_channel	6	8	Showing all four effect entities didn't imply too much one way or the other but it seemed to lean more towards all of them being affected. In situation two, we see a specific relationship between C and the effect entity. the fact that the other three entities are not presently shown implies to a greater degree that the remaining entity is being controlled.	56	1: male	none
LspazF7FLxGp	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	8	6	the locations of the entities were, in my opinion, having a direct correlation to the intensity of the effect.	39	1: male	NA
z5lnojDgFqbf	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	"As long as any E is in within the radial influence, and C is ""on"", then all E's present within the influence are also ""on""."	30	1: male	No errors
HXtUCpPpC4dL	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	8	8	I don't see there being any difference in the amount that each entity was effected as there is a clear path between C and E with no obstructions in the way.	36	1: male	Nothing that I can think of.
CLU9BtlUdA4x	6	1: I confirm	1: I will take it seriously	3	binary_channel	10	10	Well both channels were present and I understand that the influence is either on or off and nothing in between so I chose 100% in both scenarios since they were both present.	39	2: female	No.
vF3ps78CEM8Y	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	8	8	I went with my intuition and imagined cause C giving off energy.	40	2: female	None.
ZLUEMkUXsmsn	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	2	10	Although the power channelled from C is variable without further information about the two example states it is more probably that when several effects are present the power will be shared and therefore I would assume that the state with only one effect channel would have more power.	39	1: male	It appeared to be ok.
e6VdGAFvoymp	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	5	10	It seemed as though it would be more intense if the same energy was applied to one vrs 4 of the entities.	41	1: male	I saw no errors.
TRQF9nivZjM7	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	10	10	If entity C has an unlimited amount of energy radiating out, then I believe at any point there will be an unlimited amount of energy. THerefore in both situations, all E entities should have the same amount of energy.	25	1: male	NA
783iUlkz2bTQ	6	1: I confirm	1: I will take it seriously	1	binary_channel	2	10	A had a 1 in 4 chance whereas B i guess would actually be 50/50 as it can either be on or off and maybe that affects A too?	32	1: male	NA
Vk3VBLrwOVSi	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	2	2	It said the energy from c was limited and distributed radially.  Both A and B scenes had the same distance for E in the lower right location.  They theoretically should have the same strength regardless of whether there are 1 or 4 Es.  	64	1: male	no errors
GEmbyOpj2VFl	5	1: I confirm	1: I will take it seriously	2	binary_radial	9	4	The display with all four present felt more vibrant and powerful which made me beleive it was on.	37	2: female	na
YRVGE6mdljXA	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	5	10	"Situation B had only one channel open so all energy flowed through that channel.
Situation A had all 4 channels open however cause entity C has an unlimited amount of energy so ranked it half as energy could still flow at a high level."	26	2: female	NA
4N6JyAGnrr0e	3	1: I confirm	1: I will take it seriously	3	cont_channel_unlimited	5	10	with only one entity more energy is given to it, with more entities the amount of energy given seems equal	41	1: male	NA
MOwwIBkoc7sI	4	1: I confirm	1: I will take it seriously	3	cont_channel_limited	6	7	since the one with 4 has more factors i assume that some might be less strong than others and the one with only one might be stronger	30	2: female	NA
f42M2gWNPOOf	5	1: I confirm	1: I will take it seriously	1	binary_radial	3	2	I rated situation A slightly higher than situation B because there were more entities present in option A. My intuition suggested that neither of these options would be very strong due to the radial nature of the influence from C.	32	1: male	No errors
Www7RNh0rCWp	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	7	7	As the cause effect transmits energy radially, there was no reason to assume Situation B would result in more energy to the sole lower right Effect than it would in Situation A to the same lower right Effect. I perceived both to be equally far out from the cause and likely to have higher energy.	44	1: male	None noted
GAdNJaJAczy8	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	2	10	Because with four channels active it is emitting lower energy through each channel but with one active it is emitting energy at the highest level.	41	3: non-binary	NA
91v5Gqe74v9f	6	1: I confirm	1: I will take it seriously	1	binary_channel	7	7	Because it showed that one as being the only connection in the second picture	30	2: female	NA
U6qEWcZuGWfr	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	5	10	"For example B since the bottom right is the only one present, I feel that the strength channeled to this entity is the highest it can possibly be as its not shared with other entities. 

For example A since all entities are present I feel that the energy channeled is more than likely more evenly spread out."	38	1: male	no errors or technical issues
SJspy77voLD5	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	5	9	For the first system, the energy is being split between four effects, so the amount of energy will be about 1/4, meaning around average or perhaps a bit less than average. However in the second system, all energy is directed towards one effect, meaning the energy level will be quite high.	20	2: female	none
69ucj9qdjzJs	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	2	2	If C is radiating the same, limited amount of energy all Es will receive the same amount of energy regardless of how many are present.	34	2: female	N/A
jGVQyx4NkZJy	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	The study stated that the entity exists in two states either on or off, so if it's on it should cause an effect to the E dots. Regardless of whether it's one of the E dots that are on or all four, if C is on, then E should also turn on. The absence of the other 3 dots of E could be that they simply just aren't around at the present.	29	1: male	NA
UJG4vbf39mCb	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	I think that it wouldn't be displayed if the 'on' cause wasn't activating the 'on' effect.  I think that if it appears and is connected to the cause and the cause is 'on' that the effect is present and also 'on'.	40	1: male	None.
6ZJLootXDpal	6	1: I confirm	1: I will take it seriously	2	binary_channel	10	10	I am assuming if an entity is present it signifies that it is on. In both examples the bottom right entity was on.	35	1: male	NA
rr7xBz7Op0EG	5	1: I confirm	1: I will take it seriously	2	binary_radial	8	10	The entity had to be on or off. In this example they were on so the bottom right entity should be on	55	1: male	none
UxAOr1nwwMzL	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	3	3	Intuition, but I think I may answer differently if given the option again	61	2: female	NA
x35mjT1NImJM	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	5	9	I choose the middle for the first one since all the entities were present and it is unknown how much energy was going to each. I assumed the second one had more energy because it was the only entity present.	24	2: female	NA
sb7tMPpk9vT3	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	C is either on or off. It is on in both	62	1: male	NA
vi9yWLLQaubY	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	4	7	I just think that would be higher given it has one channel	46	2: female	NA
mdxlN4IEeRGw	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	As mentioned, the entities are either on or off. Based on the two situations both show a channel present indicating that both entities are on and are effected by the cause C.	45	1: male	N/A
nUZEK6OPRtP5	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	5	5	It seems they would use the exact same amount of energy. If C has unlimited energy, there would be an equal amount channeled on both events.	34	2: female	None
WgDK9pdZQVwT	5	1: I confirm	1: I will take it seriously	1	binary_radial	8	8	I just figured they may need to be on to be active and visible. Just felt like the right answer	36	2: female	no problems that i noticed
mSxKkG0EXrbN	2	1: I confirm	1: I will take it seriously	3	cont_radial_limited	9	9	guessed at the strength being 7 because all energy was being emitted at once but also, the effect entities are a little far away so might not get the full strength. strength would be the same in both situations as energy is being emitted radially so no matter what is present around it, the energy levels are equal at all points. So it doesnt matter how many effect entities are present, as long as they werent overlapping, they dont affect the amount of energy the others recieve.. i think	27	2: female	NA
SfkHNA1Eu4M8	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	5	10	"Situation B:  I wasn't sure, but I PRESUMED that all the energy from C was going into one entity. 
Situation B:  Again, I wasn't sure, but I PRESUMED that all the energy from C was going into 4 entity's which likely equal??"	53	2: female	NA
dIeNkSIb4FvI	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	8	10	I think even though the energy is unlimited, when one entity is present all the energy goes to that entity.	30	2: female	No technical issues, everything went well
K3fcyBf0l8Ov	5	1: I confirm	1: I will take it seriously	2	binary_radial	10	10	i assumed as it was on all would be affected	60	1: male	none
zXZRZpPZmCA1	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	5	7	The cause entity is having to share the energy between 4 effect entities in situation A, whereas in 1 there was only one effect entity.	24	2: female	NA
W9L8jEiJfrNn	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	10	1	As all four effect entities are present in the first situation it would seem that the cause has a lot of strength but as only one entity is present in the second scenario and the other three are absent i believe the strength is much less.	32	2: female	NA
8srFf6obUDRf	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	10	10	I put very high for both because C has an unlimited amount of energy at all times, so the energy at E should be as high as possible no matter what the layout	41	2: female	NA
mMIIVUu789Tz	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	4	7	It seems like in the second picture there should be higher activity levels as the energy is only directed at one entity	25	2: female	NA
TDZT7n3tRZnx	5	1: I confirm	1: I will take it seriously	3	binary_radial	10	10	because it is there and nothing in between	71	1: male	no sir none found
DnKXnQoODsXK	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	"It was asking about the bottom right depiction. It has the line going across to it and it seems to match up with how it is displayed in both depictions. The ""channel"" seems to be ""on"" to me, as it was mentioned they can only be ""on"" or ""off""."	32	1: male	No errors or issues.
xuD8mEUp1ntH	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	0	10	I felt that if the cause was affecting one entity, the effect would be high, whereas if the cause affected all four entities the effect would be low.	33	2: female	NA
AJ8UXzc7cKYe	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	5	8	In situation B, only one effect was absorbing the rays of the Cause, so I could guess that B's single effect is a more intense reaction. I'm not sure if that takes into account limitless energy from the Cause though.	36	2: female	NA
ng8BqIIayOC4	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	10	10	I gave the highest rating since the causal entity C can emit unlimited energy independent of the amount of effect entities and on each situation the effect entities were furthest away from the cause. 	34	1: male	no issues, good luck with your research! 
7BIgpYQ465v0	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	You said it was on, so I figured it was equally like it was influencing both situations.	38	1: male	NA
165VpLLeu1zp	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	5	10	The cause entity was influences 4 other entities vs. one entity. It stands to reason that more power would be channeled to one entity than four entities.	73	1: male	NA
URAT49rrwGUB	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	7	9	In fairness, as Cause C has an unlimited amount of energy, it is hard to predict how much strength is been channelled through both pictures. I would suspect that as there was only one E in picture B, the strength of the energy would be higher, however in reality I do not know this. I also suspect that the energy levels in picture A might be slightly lower as there were 4 E's compared to 1, however this is only a guess.	40	2: female	No
3FSDQmSP7fHy	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	The bottom right entity is always present if turned on in both situations so it must be there. That is why chose 100%.	22	2: female	n/a
uKDCV3vxQqTI	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	2	8	NA	27	2: female	NA
8yBUmolVIH1R	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	7	6	If they have a causal relationship, there is likely a bit of influence on both scenario effect entities, but a cause that influences more than one effect entity will likely have a larger impact on each separate entity as they all become involved with one another.	21	2: female	NA
wxh9htBGVcKb	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	10	10	I would think C would give off the same amount of energy/influence no matter if there are four e's or one. 	46	2: female	N/A Thank you!
hP90VmaK1ovS	6	1: I confirm	1: I will take it seriously	2	binary_channel	3	10	Because A had all four present which I am not sure means they are all 100% on. If so, then I was totally wrong. B only had the bottom one present so I figured it would be 100% being the only one there.	36	1: male	N/A
a6ZdcNWGWaVN	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	3	10	It said the entity had a specific amount of energy to emit, so I figured that if there was only one channel to receive said energy, it would receive all of it and therefore have a higher level than if there were multiple channels.	27	2: female	NA
HKPtdknqaYtk	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	10	2	I felt that in B it was only affecting one thing, so it had a lower influence.  Where in the other one it was affecting 4 so it had a higher influence.  It was a best guess since it didn't say how much it was affecting each of the other bubbles.	41	1: male	No issues
cfRuhkiQcdcw	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	4	9	I I rated the first one lower because it had four E's. I think each one would have less energy since it was more spread out. I rated the second one higher since there was only one and it was getting all the energy.	33	1: male	NA
GTlcMwLLX2YB	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	7	I gave A a 100& rating as all entity's where present. I gave B a lower rating as only one entity was present, but to me this would still entail that it is on.	26	2: female	No errors, everything worked perfectly
l6bgkDiYIxME	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	6	4	when C influence only one E it should be higher than influencing 4 Es	32	2: female	NA
cgyelOcQeF7k	5	1: I confirm	1: I will take it seriously	1	binary_radial	3	7	Without detailed information on what C and E represents, I can only assume E is one of four possible outcomes of the cause C. If all four are present and possible outcomes, there seems a slighter or smaller chance that the bottom right E is present. If only one effect seems possible like in scenario B, there is a greater chance it is E	55	2: female	none
jUsehsBqkzvC	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	3	9	When all 4 entities are present cause C has to spread out or split its effect on the 4 different equal entities. When there is only one entity cause C puts all of its effect and energy into the one	60	2: female	no errors
8pNIHR87lOom	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	2	9	the energy is split between 4 in a. In B all the energy is on 1 entity so must be more 	21	1: male	NA
UILvVryjkcGt	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	3	10	The Cause has a specific amount of energy, so in A the four E's had to share, but in B there was only one E and so there was more available for that entity.	64	2: female	NA
z5fMaAmhoqyd	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	5	10	It is split between four entities in the first picture.	37	2: female	NA
iDkoZnI8acXm	5	1: I confirm	1: I will take it seriously	3	binary_radial	10	10	If C hits E then it would be on. It does not matter how many other E are on because radial energy should be equal in all directions, so unless another entity is blocking or reflecting the energy from C, then the bottom right E will receive the same amount of energy in both.	29	2: female	NA
oFswn8hPxjnd	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	2	10	If C has a set amount of energy, then I assume it distributes this evenly to how ever many E's are attached. More E's = less energy per E. 	25	2: female	No errors
DxvOh98mYXmQ	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	4	8	Scenario B only has one entity so there is likely a higher degree of influence. 	38	1: male	NA
hxToedndGJwO	6	1: I confirm	1: I will take it seriously	1	binary_channel	5	5	I chose 50/50 for both because I believe the diagram on the right showed just one effect, and that either means that one effect is either on or off, so 50/50.  The chart on the left showed all four effects, so that could mean that they're either all four on, or all four off, so 50/50 as well.	38	1: male	NA
5kAddo31TXI6	2	1: I confirm	1: I will take it seriously	4	cont_radial_limited	7	5	NA	32	2: female	NA
K0yhS3XERihx	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	7	8	I felt that in situation A, there were four entities and they had to share the energy from C, where as in situation B, it was all going to one entity.	69	2: female	none
WrPmN4TpEezu	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	2	8	I felt that in Scenario B, since only one entity was present, it was likely that all the energy was radiated toward that one entity.  In Scenario A, the energy emitted by the causal was split between the 4 entities.	48	2: female	None.
TPxmXoAvwkaa	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	1	10	The energy contained in C is spread across four different entities in the first diagram.  In the second diagram only one entity was receiving energy.  I feel that, with the present information, the second situation would result in a higher energy level because the energy is concentrated on one entity.  The first diagram suggest that the limited amount of energy that the cause (C) has is divied by four, resulting in less activity per channel.	44	2: female	I did not see any errors.
Vk0R3aA3NZTQ	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	3	9	I'm assuming (without evidence) that the C is distributing its energy between the four Es very approximately equally. In fact, the other three can vary hugely but still the proprtion received by the bottom right E can be estimated at around 25%.	73	1: male	None
Xs7025iq8j9T	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	5	7	I believed that as there was only one channel in the second situation the energy level would be more intensive as only one effect entity was present and would not have to share the energy from C with anything else.	41	1: male	NA
zFnl8R5H9UcO	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	4	4	Given that only a certain amount of energy from C is possible and the radial influence remains unchanged in terms of direction, energy etc. I would thikn it would have the same effect on the bottom right E with or without the other E's.	40	2: female	NA
wkLQGLAvd64M	6	1: I confirm	1: I will take it seriously	1	binary_channel	8	8	I felt like I had a lack of information. I didn't know whether the affect of C was dissipated by have extra Es attached or what the influence of C being turned on had. On balance I went with C affects E the same amount regardless of the number of Es and that C being on influenced E to be on but I didn't put 100% as I couldn't be sure.	32	2: female	NA
WjrIYHIULITk	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	3	3	I gave equal ratings because there were no changes in the way the visualizations were represented. In my eyes, the C is still emitting the same energy levels, I'm just being shown where they're going. Hence in A, all Es are getting the same amounts that the E within situation B would be getting alone.	27	1: male	NA
hurcoVAOlvAc	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	10	3	I equated the four effect entities all present as being the highest possible strength, which in turn would lead to when only bottom right entity was present as being approximately a quarter of that.	42	1: male	No issues to report back
x2rRGg7Kxecq	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	2	9	I gave these ratings because in B all of the energy was only going into one thing. Where as in A the energy was split between 4 things. 	52	2: female	NA
JPS7wNgYkZqT	6	1: I confirm	1: I will take it seriously	1	binary_channel	9	10	I wasn't really sure so I just guessed. I just a strong possibility for the right hand side because there was only the one effect entity.	37	2: female	None thanks
F8ZpeggMr9Kb	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	3	10	Because in A there are 4 entities so the bottom right entity would only get 25% of the effect, whereas it was the only entity in scenario B so it would get 100% of the effect 	38	2: female	NA
I1VFlaWP2jlL	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	5	10	If C can emit an unlimited amount of energy, I assumed if it was channelling that to four Es, each E would receive only 1/4 of the total energy. I assumed in the situation with only one E that the E was receiving 100 per cent of the emitted energy.	33	2: female	I wasn't aware of any errors.
XGEuRcqH8CNU	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	3	10	with picture A i felt that it had to charge all four entities so there was less energy given to each one and in picture B only one entity was there getting the full maximum and not having to share it	52	2: female	NA
vECcEvS23awU	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	5	5	I did not have any strong feelings about the strength in either situation	44	2: female	NA
yLoWODqJ8VMg	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	7	2	Because there is more E’s on diagram A than diagram B so it has to be stronger to control them all	22	2: female	NA
ToxxWwDicHJm	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	4	4	They both seemed quite far out from the cause.	35	1: male	NA
Sb5Q3baVvxL2	5	1: I confirm	1: I will take it seriously	1	binary_radial	7	7	I selected the same rating for both situations as I dont think the presence of the other entities would have had an effect on whether the bottom right entity was on or off	31	2: female	NA
VOtmLwcvGjeD	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	The situations described are entirely binary. Either the effect entity is there (and therefore can by impacted by the causal entity) or it is not. Either the causal entity is having a radial effect (and therefore is impacting the effect entities) or it is not. In both scenarios presented the referenced effect entity was present, and therefore was available to be impacted by the causal entity. In both scenarios presented the causal entity had radial lines surrounding it, implying that it is having a radial effect. Therefore in both cases the effect entity is being impacted by the causal entity.	42	2: female	no errors
t4nIXuTvvjCz	6	1: I confirm	1: I will take it seriously	1	binary_channel	7	9	In situation B, cause C was only emitting energy to one channel, hence the probability that it was on was rated at 90%. In situation A, the probability was at 70% because of the uncertainty of cause C emitting 'on/off'	26	2: female	N/A
fQv2oe4rrab9	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	2	2	"I though of the radial influence of C like gravity; the entity bodies at the periphery of the C radial influence being weakly bound and in a low energy state."	35	1: male	NA
MHwGj169efzy	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	2	10	In the 1st image the energy would be shared among 4 entities, in the 2nd image the bottom left entity would receive all of the energy.	45	1: male	NA
OEPpEL6HDeXg	5	1: I confirm	1: I will take it seriously	1	binary_radial	2	10	"For situation A, I think it was impossible to predict an accurate chance because there was not enough information, so I went with the next best thing which was a 1/4 chance. This would be assuming that all four effects were equal in nature (which they are not)

For situation B, I know that the bottom right entity lights up when the cause is 'on' Given this, I assume the chance would be a 100%."	31	1: male	no errors
efkMxY3o6RWK	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	3	7	"Even though its infinite, this is my thought process; when C is emitting energy to all 4 Es, it would probably emit somewhat equally. When it is emitting energy to just 1 E, it would probably focus more energy."	23	1: male	NA
43cJehM7rz4f	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	4	4	Because it was so far away from the field, I went for less strength than I was originally going to choose. I thought about a stronger energy for situation b but thought it was in the same place so stayed consistent.  	33	1: male	NA
UZb4y2mcxcKZ	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	it could only be on or off, and in both situations it was 100% on.	46	2: female	no
jFeLHBtLM5MC	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	3	Whilst each entity can be on or off, i used my initiative that in Situation B there is one out of 4 outer effect entities therefore 100/4 gives a 25% chance. Conversely, in Situation A all four (effect entities) were present therefore it was a 100% chance.	25	1: male	I did not notice any errors with the task.
BYVITH5fShkC	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	10	10	If the cause entity has unlimited amount of power and it emits energy radially, this to me means from the centre outwards. As the power is unlimited it will not be affected by how many effect entities there are if they are all at the same distance from the cause entity but if they one is closer than the other it may be affected differently.    	35	1: male	n/a
zkwrTxanHKdQ	5	1: I confirm	1: I will take it seriously	1	binary_radial	5	5	We have not been given information about whether the C entity caused the to be switched 'on' or 'off' so I was not sure whether the E would be on in either case and so gave a rating in the middle.  I did not think the absence or presence of other entities would influence the effect on the others so I gave the same rating regardless of the number of 'E' present.	50	2: female	NA
oieXkbk6srSe	2	1: I confirm	1: I will take it seriously	4	cont_radial_limited	8	5	Cause C influences to all four present E's, whilst in the right handed situation Cause C is only directing to one present E	47	2: female	NA
