"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"p_ID";"dupl1_v_149";"v_92";"v_149";"v_166";"v_165";"v_135";"v_150";"v_168";"v_167";"v_136";"v_152";"v_170";"v_169";"v_137";"v_153";"v_172";"v_171";"v_138";"v_154";"v_174";"v_173";"v_139";"v_155";"v_176";"v_175";"v_140";"v_156";"v_178";"v_177";"v_141";"v_157";"v_180";"v_179";"v_142";"v_158";"v_182";"v_181";"v_143";"v_159";"v_184";"v_183";"v_144";"v_160";"v_186";"v_185";"v_145";"v_161";"v_188";"v_187";"v_146";"v_162";"v_190";"v_189";"v_147";"v_163";"v_192";"v_191";"v_148";"v_164";"v_194";"v_193";"dupl1_gender";"age";"remarks";"attention_check";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts4959618";"rts4959625";"rts4959704";"rts4988097";"rts4988100";"rts4988105";"rts4988118";"rts4988123";"rts4988126";"rts4988143";"rts4988146";"rts4988149";"rts4988156";"rts4988162";"rts4988171";"rts4988177";"rts4988180";"rts4988194";"rts4988196";"rts4988222";"rts4988226";"rts4988229";"rts4988232";"rts4988234";"rts4988238";"rts4988244";"rts4988257";"rts4988266";"rts4988270";"rts4988272";"rts4988274";"rts4988277";"rts5008117";"rts5008118";"rts5008134";"rts5008135";"rts5008141";"rts5008142";"rts5008147";"rts5008148";"rts5008154";"rts5008155";"rts5008160";"rts5008161";"rts5008178";"rts5008179";"rts5008181";"rts5008182";"rts5008201";"rts5008202";"rts5008207";"rts5008208";"rts5008215";"rts5008216";"rts5008230";"rts5008231";"rts5008238";"rts5008241";"rts5008299";"rts5008300";"rts5008307";"rts5008308"
"282";"0";"0";"31";"4959705";"-77";"280";"12";"57d49e756c447e00011690d0";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"20";"80";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"49";"no";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Safari/537.36 Edg/88.0.705.81";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,5008161,5008160,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"1";"0";"-77";"-77";"7187829fe443ed375092af454a6e1c96";"1";"0";"1614793375";"2021-03-03 17:42:55";"2021-03-03 17:47:35";"0000-00-00 00:00:00";"82";"0";"280";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"243";"188";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"283";"0";"0";"31";"4959705";"-77";"226";"19";"5e7e4493193c19501b2c5da3";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"50";"50";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"22";"no";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,4988149,4988257,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"0";"1";"0";"-77";"-77";"0b15adb7c44bb0a9ae972b76049f2fd3";"1";"0";"1614793388";"2021-03-03 17:43:08";"2021-03-03 17:46:54";"0000-00-00 00:00:00";"62";"0";"226";"0";"0";"0";"0";"0";"0";"0";"0";"155";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"206";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"284";"0";"0";"20";"0";"-77";"0";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0";"-99";"0";"0";"-66";"0";"0";"0";"0";"0";"-77";"-77";"3cc61dffd3adecc3beecb98c51959d88";"1";"0";"1614793395";"2021-03-03 17:43:15";"2021-03-03 17:43:15";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"285";"0";"0";"31";"4959705";"-77";"220";"8";"55ac3198fdf99b6de3b68b23";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"10";"40";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"56";"-99";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,5008148,5008147,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"0";"0";"-77";"-77";"4aee44900ac97324dbfaf54e02724ab6";"1";"0";"1614793424";"2021-03-03 17:43:44";"2021-03-03 17:47:24";"0000-00-00 00:00:00";"40";"0";"220";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"198";"135";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"286";"0";"0";"31";"4959705";"-77";"296";"10";"601868ad4950790fd9a5e908";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"6";"50";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"33";"no";"3";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Safari/605.1.15";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,5008155,5008154,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"0";"0";"-77";"-77";"f1738ffad4af04ebd2b7c2ae2786a644";"1";"0";"1614793592";"2021-03-03 17:46:32";"2021-03-03 17:51:28";"0000-00-00 00:00:00";"26";"0";"296";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"266";"174";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"287";"0";"0";"20";"0";"-77";"0";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-77";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"0";"0";"0";"0";"-77";"-77";"c3bd64b69aa26cf6d7237562a31455f8";"1";"0";"1614793605";"2021-03-03 17:46:45";"2021-03-03 17:46:45";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"288";"0";"0";"31";"4959705";"-77";"238";"17";"5e1e21627aefaf000a02aecf";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"33";"74";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"39";"No, but thanks for the stduy";"3";"Mozilla/5.0 (Linux; Android 11; SM-G770F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.181 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,4988146,4988244,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"0";"0";"0";"-77";"-77";"b5a4d50e458df4a4611d1e3b5c4ee069";"1";"0";"1614793652";"2021-03-03 17:47:32";"2021-03-03 17:51:30";"0000-00-00 00:00:00";"45";"0";"238";"0";"0";"0";"0";"0";"0";"0";"148";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"188";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"289";"0";"0";"31";"4959705";"-77";"196";"9";"602121f979129503d40454d2";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"25";"5";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"24";"No.";"3";"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.192 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,4988118,4988229,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"1";"0";"-77";"-77";"c08c44c5afdf230bd3e2a744d211229a";"1";"0";"1614794011";"2021-03-03 17:53:31";"2021-03-03 17:56:47";"0000-00-00 00:00:00";"17";"0";"195";"0";"0";"0";"104";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"165";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"290";"0";"0";"31";"4959705";"-77";"119";"24";"5c5409f49fcbc40001dc0b4d";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"33";"33";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"23";"-99";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,5008231,5008230,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"1";"0";"-77";"-77";"d4d86c70501dec20717d120c1fe64351";"1";"0";"1614795318";"2021-03-03 18:15:18";"2021-03-03 18:17:17";"0000-00-00 00:00:00";"16";"0";"119";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"99";"76";"0";"0";"0";"0";"0";"0"
"291";"0";"0";"31";"4959705";"-77";"86";"20";"5f1ad337b6464a21cea3a611";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"33";"30";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"46";"No";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,5008208,5008207,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"0";"1";"0";"-77";"-77";"a83a1e6f47881ac59bc9e40cc2bd0ef0";"1";"0";"1614795324";"2021-03-03 18:15:24";"2021-03-03 18:16:50";"0000-00-00 00:00:00";"17";"0";"86";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"44";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"292";"0";"0";"31";"4959705";"-77";"314";"27";"59eb2cc98c371000010bb196";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"20";"80";"-77";"-77";"-77";"-77";"-77";"-77";"1";"68";"All good thank you";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,4988177,4988274,5008298,4988179,5008306,4959704,4959705";"1";"0";"0";"-77";"-77";"b5567b4a5dfd13aab3999573f1dc4c00";"1";"0";"1614795333";"2021-03-03 18:15:33";"2021-03-03 18:20:47";"0000-00-00 00:00:00";"89";"0";"314";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"212";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"271";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"293";"0";"0";"31";"4959705";"-77";"190";"26";"5c0430c71a20110001e9b05a";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"70";"20";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"39";"no";"3";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:86.0) Gecko/20100101 Firefox/86.0";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,5008241,5008238,4988176,5008298,4988179,5008306,4959704,4959705";"1";"0";"0";"-77";"-77";"5ea27a74e3b2994644ea410c7bcc4050";"1";"0";"1614797276";"2021-03-03 18:47:56";"2021-03-03 18:51:06";"0000-00-00 00:00:00";"21";"0";"190";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"162";"102";"0";"0";"0";"0"
"294";"0";"0";"31";"4959705";"-77";"460";"14";"5f7ca372a8afc510abbbe99b";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"50";"50";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"41";"-99";"3";"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,5008179,5008178,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"1";"1";"0";"-77";"-77";"190d5a4aed5a0de38913b7c27578bb0f";"1";"0";"1614797282";"2021-03-03 18:48:02";"2021-03-03 18:55:42";"0000-00-00 00:00:00";"240";"0";"460";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"411";"382";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"295";"0";"0";"20";"0";"-77";"0";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-77";"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-A202F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/13.2 Chrome/83.0.4103.106 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"0";"1";"0";"0";"-77";"-77";"5eea0991141ccf79cae770a8074c0efd";"1";"0";"1614797284";"2021-03-03 18:48:04";"2021-03-03 18:48:04";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"296";"0";"0";"31";"4959705";"-77";"142";"29";"5fcf463c3ee19825905a3c68";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"85";"100";"-77";"-77";"2";"32";"-99";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.192 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,4988180,4988277,5008306,4959704,4959705";"1";"0";"0";"-77";"-77";"2199b857cd22f787bc4be5fc47084924";"1";"0";"1614797292";"2021-03-03 18:48:12";"2021-03-03 18:50:34";"0000-00-00 00:00:00";"27";"0";"142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"103";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"117";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"297";"0";"0";"31";"4959705";"-77";"198";"16";"600c7b5a7a49d53bcb6d4497";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"33";"80";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"41";"no";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36";"-99";"0";"0";"-66";"0";"4959618,4988082,5008116,4988096,5008133,4988099,5008140,4988104,5008146,4988117,5008153,4988122,5008159,4988125,5008177,4988142,5008180,5008182,5008181,4988145,5008200,4988148,5008206,4988155,5008214,4988161,5008229,4988170,5008237,4988176,5008298,4988179,5008306,4959704,4959705";"0";"1";"0";"-77";"-77";"077840e1905fd1859b3aca4a3e216cb6";"1";"0";"1614797292";"2021-03-03 18:48:12";"2021-03-03 18:51:30";"0000-00-00 00:00:00";"40";"0";"198";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"168";"130";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
