sID	Order	Process	Valence	Multiple_Effects	Target	multiple_strength_rating	single_strength_rating	Desktop_Confirmation	Attention_Confirmation	Effect_Valence	Age	Sex	Technical_issues	Duration (sek)
426	single_first	preventive	negative	blue	third	89	56	1	1	correct	23	2	-99	105
479	single_first	preventive	negative	blue	third	33	100	1	1	correct	21	1	-99	118
563	single_first	preventive	negative	blue	third	44	51	1	1	correct	41	2	I experienced no errors	147
609	single_first	preventive	negative	blue	third	41	86	1	1	correct	49	1	-99	130
659	single_first	preventive	negative	blue	third	34	74	1	1	correct	28	1	-99	147
793	single_first	preventive	negative	blue	third	24	71	1	1	correct	21	1	long load times	181
794	single_first	preventive	negative	blue	third	20	50	1	1	correct	39	2	-99	165
190	multiple_first	generative	positive	blue	third	24	99	1	1	correct	41	2	nil	113
250	multiple_first	generative	positive	blue	third	46	81	1	1	correct	20	1	-99	106
281	multiple_first	generative	positive	blue	third	31	99	1	1	correct	41	2	-99	189
356	multiple_first	generative	positive	blue	third	65	99	1	1	correct	18	2	-99	96
456	multiple_first	generative	positive	blue	third	35	89	1	1	correct	29	2	-99	152
536	multiple_first	generative	positive	blue	third	100	99	1	1	correct	45	2	-99	176
643	multiple_first	generative	positive	blue	third	73	83	1	1	correct	32	1	-99	109
696	multiple_first	generative	positive	blue	third	33	70	1	1	correct	18	1	-99	75
697	multiple_first	generative	positive	blue	third	28	90	1	1	correct	44	2	-99	129
698	multiple_first	generative	positive	blue	third	28	96	1	1	correct	21	1	-99	172
207	single_first	generative	positive	blue	third	39	73	1	1	correct	33	1	-99	96
237	single_first	generative	positive	blue	third	27	99	1	1	correct	34	1	-99	137
288	single_first	generative	positive	blue	third	78	33	1	1	correct	18	1	-99	193
358	single_first	generative	positive	blue	third	30	99	1	1	correct	20	1	none	117
416	single_first	generative	positive	blue	third	34	98	1	1	correct	68	1	-99	73
458	single_first	generative	positive	blue	third	43	67	1	1	correct	54	1	No errors.	168
482	single_first	generative	positive	blue	third	29	99	1	1	correct	32	1	-99	199
544	single_first	generative	positive	blue	third	74	99	1	1	correct	31	2	-99	137
620	single_first	generative	positive	blue	third	83	83	1	1	correct	18	2	N/A	154
664	single_first	generative	positive	blue	third	45	45	1	1	correct	31	1	-99	107
189	multiple_first	preventive	positive	blue	third	48	48	1	1	correct	20	1	-99	158
231	multiple_first	preventive	positive	blue	third	59	81	1	1	correct	18	1	-99	275
300	multiple_first	preventive	positive	blue	third	92	99	1	1	correct	58	2	-99	231
347	multiple_first	preventive	positive	blue	third	78	79	1	1	correct	50	1	-99	200
453	multiple_first	preventive	positive	blue	third	73	82	1	1	correct	31	1	-99	210
497	multiple_first	preventive	positive	blue	third	100	100	1	1	correct	38	1	-99	178
551	multiple_first	preventive	positive	blue	third	66	87	1	1	correct	29	2	-99	123
621	multiple_first	preventive	positive	blue	third	32	98	1	1	correct	59	1	no problems, worked well	269
677	multiple_first	preventive	positive	blue	third	74	75	1	1	correct	26	2	-99	144
778	multiple_first	preventive	positive	blue	third	31	92	1	1	correct	34	1	-99	101
254	single_first	preventive	positive	blue	third	100	100	1	1	correct	22	2	-99	128
269	single_first	preventive	positive	blue	third	39	69	1	1	correct	21	2	no errors	470
353	single_first	preventive	positive	blue	third	100	100	1	1	correct	52	2	-99	158
462	single_first	preventive	positive	blue	third	23	82	1	1	correct	51	2	-99	181
514	single_first	preventive	positive	blue	third	58	78	1	1	correct	32	1	None	72
547	single_first	preventive	positive	blue	third	94	94	1	1	correct	52	2	-99	249
595	single_first	preventive	positive	blue	third	78	99	1	1	correct	56	2	None	142
647	single_first	preventive	positive	blue	third	49	68	1	1	correct	31	1	-99	118
720	single_first	preventive	positive	blue	third	37	100	1	1	correct	21	2	-99	124
724	single_first	preventive	positive	blue	third	78	87	1	1	correct	35	1	-99	166
270	multiple_first	generative	negative	red	third	51	51	1	1	correct	43	2	The 'red' crystals were peach coloured and looked a bit like human male genitals.    The description of the effect of the crystals only said they 'could'/'can' cause Xantan to be produced but did not say what the odds of this happening are.	364
351	multiple_first	generative	negative	red	third	85	86	1	1	correct	58	2	-99	320
401	multiple_first	generative	negative	red	third	34	93	1	1	correct	34	1	-99	341
422	multiple_first	generative	negative	red	third	53	97	1	1	correct	59	2	no errors	274
473	multiple_first	generative	negative	red	third	50	50	1	1	correct	48	2	-99	250
541	multiple_first	generative	negative	red	third	53	100	1	1	correct	22	2	-99	184
616	multiple_first	generative	negative	red	third	34	86	1	1	correct	18	1	There were no errors, the study was just difficult to understand at times due to vocabulary.	165
622	multiple_first	generative	negative	red	third	33	100	1	1	correct	20	2	N/A	116
683	multiple_first	generative	negative	red	third	39	99	1	1	correct	34	2	-99	134
695	multiple_first	generative	negative	red	third	35	81	1	1	correct	26	2	-99	115
175	single_first	generative	negative	red	third	19	65	1	1	correct	43	1	-99	166
260	single_first	generative	negative	red	third	51	95	1	1	correct	38	2	not that i noticed	153
266	single_first	generative	negative	red	third	28	77	1	1	correct	40	2	none	117
350	single_first	generative	negative	red	third	50	50	1	1	correct	52	2	-99	320
360	single_first	generative	negative	red	third	21	79	1	1	correct	67	1	-99	230
463	single_first	generative	negative	red	third	0	100	1	1	correct	21	2	-99	94
480	single_first	generative	negative	red	third	85	32	1	1	correct	20	2	-99	73
510	single_first	generative	negative	red	third	98	100	1	1	correct	20	2	To my observation, I did not come across any errors during the study.	381
593	single_first	generative	negative	red	third	23	87	1	1	correct	28	2	-99	127
627	single_first	generative	negative	red	third	31	99	1	1	correct	59	1	-99	210
200	multiple_first	preventive	negative	red	third	74	95	1	1	correct	29	1	none	159
220	multiple_first	preventive	negative	red	third	96	32	1	1	correct	75	1	-99	217
313	multiple_first	preventive	negative	red	third	100	100	1	1	correct	28	2	-99	58
317	multiple_first	preventive	negative	red	third	73	42	1	1	correct	45	2	-99	84
384	multiple_first	preventive	negative	red	third	13	18	1	1	correct	30	1	-99	120
452	multiple_first	preventive	negative	red	third	27	100	1	1	correct	18	1	-99	164
474	multiple_first	preventive	negative	red	third	36	64	1	1	correct	32	2	-99	283
624	multiple_first	preventive	negative	red	third	100	100	1	1	correct	29	2	N/A	379
783	multiple_first	preventive	negative	red	third	86	85	1	1	correct	33	1	-99	117
786	multiple_first	preventive	negative	red	third	100	100	1	1	correct	30	2	n/a	106
186	single_first	preventive	negative	red	third	40	80	1	1	correct	19	2	-99	265
219	single_first	preventive	negative	red	third	50	75	1	1	correct	57	1	-99	92
287	single_first	preventive	negative	red	third	28	99	1	1	correct	19	2	-99	138
357	single_first	preventive	negative	red	third	81	29	1	1	correct	46	2	-99	144
539	single_first	preventive	negative	red	third	46	47	1	1	correct	50	2	-99	146
634	single_first	preventive	negative	red	third	95	72	1	1	correct	47	2	-99	167
679	single_first	preventive	negative	red	third	99	100	1	1	correct	58	2	-99	117
732	single_first	preventive	negative	red	third	28	98	1	1	correct	23	2	-99	154
733	single_first	preventive	negative	red	third	44	74	1	1	correct	22	2	-99	77
799	single_first	preventive	negative	red	third	80	58	1	1	correct	19	2	-99	100
170	multiple_first	generative	positive	red	third	61	70	1	1	correct	29	1	-99	159
295	multiple_first	generative	positive	red	third	50	48	1	1	correct	32	2	-99	374
354	multiple_first	generative	positive	red	third	74	88	1	1	correct	30	2	-99	134
432	multiple_first	generative	positive	red	third	1	99	1	1	correct	25	2	-99	118
515	multiple_first	generative	positive	red	third	69	99	1	1	correct	31	2	-99	269
535	multiple_first	generative	positive	red	third	84	100	1	1	correct	41	2	-99	163
604	multiple_first	generative	positive	red	third	41	100	1	1	correct	33	1	none	97
648	multiple_first	generative	positive	red	third	36	100	1	1	correct	43	1	-99	79
700	multiple_first	generative	positive	red	third	99	49	1	1	correct	35	1	-99	270
762	multiple_first	generative	positive	red	third	43	68	1	1	correct	20	1	-99	63
173	single_first	generative	positive	red	third	34	100	1	1	correct	22	1	None.	291
261	single_first	generative	positive	red	third	100	100	1	1	correct	36	2	-99	122
285	single_first	generative	positive	red	third	99	99	1	1	correct	20	2	-99	175
336	single_first	generative	positive	red	third	25	37	1	1	correct	30	2	-99	92
387	single_first	generative	positive	red	third	51	63	1	1	correct	60	2	-99	145
443	single_first	generative	positive	red	third	32	49	1	1	correct	27	2	-99	95
470	single_first	generative	positive	red	third	48	48	1	1	correct	66	2	none	135
545	single_first	generative	positive	red	third	30	100	1	1	correct	52	1	-99	129
594	single_first	generative	positive	red	third	39	82	1	1	correct	30	2	-99	230
657	single_first	generative	positive	red	third	38	100	1	1	correct	28	2	-99	69
185	multiple_first	preventive	positive	red	third	72	100	1	1	correct	20	2	A couple of times, the word at the beginning of the sentence was not capitalised, however this doesn't affect the study.	197
315	multiple_first	preventive	positive	red	third	0	99	1	1	correct	31	2	-99	95
369	multiple_first	preventive	positive	red	third	28	73	1	1	correct	18	3	-99	88
471	multiple_first	preventive	positive	red	third	64	42	1	1	correct	52	2	-99	174
538	multiple_first	preventive	positive	red	third	31	62	1	1	correct	30	2	-99	172
589	multiple_first	preventive	positive	red	third	52	53	1	1	correct	22	1	-99	123
646	multiple_first	preventive	positive	red	third	27	77	1	1	correct	21	2	I found the layout of the study was alright and didn't notice any issues with it.	232
763	multiple_first	preventive	positive	red	third	95	95	1	1	correct	66	2	The only thing I noticed was the slight difficulty in reading the English translation. I had to re-read to make sure I understood. (Native English speaker)	443
764	multiple_first	preventive	positive	red	third	31	97	1	1	correct	34	2	-99	151
765	multiple_first	preventive	positive	red	third	100	99	1	1	correct	62	1	-99	283
192	single_first	preventive	positive	red	third	99	100	1	1	correct	19	2	-99	130
246	single_first	preventive	positive	red	third	61	28	1	1	correct	37	1	-99	91
277	single_first	preventive	positive	red	third	99	100	1	1	correct	60	2	none	380
318	single_first	preventive	positive	red	third	65	87	1	1	correct	34	2	Think you spelt casual wrong.	160
378	single_first	preventive	positive	red	third	31	69	1	1	correct	34	1	none	128
508	single_first	preventive	positive	red	third	49	49	1	1	correct	36	4	none	157
550	single_first	preventive	positive	red	third	60	60	1	1	correct	43	2	-99	227
618	single_first	preventive	positive	red	third	99	99	1	1	correct	40	2	none	200
653	single_first	preventive	positive	red	third	98	65	1	1	correct	57	2	-99	186
754	single_first	preventive	positive	red	third	87	91	1	1	correct	36	1	no	181
